;;;;;;;;;;;;;;;;;;;;
PNAD Covid;;;;;;;;;;;;;;;;;;;;
Periodicidade da divulgação: Mensal;;;;;;;;;;;;;;;;;;;;
Nota:os indicadores de mercado de trabalho são para as pessoas de 14 anos ou mais de idade e tem como referência a semana anterior a entrevista;;;;;;;;;;;;;;;;;;;;
Nota 1: Inclusive pessoas de cor amarela ou indígena.;;;;;;;;;;;;;;;;;;;;
Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Julho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro;
Pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (mil pessoas);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;  2 156 ;  1 947 ; Queda ;  1 908 ; Estável ;  1 826 ; Queda ;  1 922 ; Aumento ;  1 925 ; Estável ;  1 990 ; Aumento ;
CV - Pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;1,0;1,0;-;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;1,7;1,5;-;1,4;-;1,5;-;1,5;-;1,5;-;1,6;-;
CV - Pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;2,5;2,6;-;2,6;-;2,4;-;2,3;-;2,4;-;2,2;-;
Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;67,7;70,4;Aumento;71,5;Aumento;72,1;Estável;70,0;Queda;69,7;Estável;68,5;Queda;
Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;32,3;29,6;Queda;28,5;Queda;27,9;Estável;30,0;Aumento;30,3;Estável;31,5;Aumento;
CV - Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;1,2;1,1;-;1,0;-;1,0;-;1,0;-;1,0;-;1,0;-;
CV - Distribuição das pessoas fora da força de trabalho na semana de referência, residindo em domicílios onde (%);Grande Região;Norte;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;2,5;2,6;-;2,5;-;2,5;-;2,3;-;2,3;-;2,3;-;
Proxy da subutilização da força de trabalho (mil pessoas);Grande Região;Norte;-;-;-;-;  2 856 ;  2 878 ; Estável ;  2 949 ; Estável ;  2 889 ; Estável ;  2 777 ; Queda ;  2 729 ; Estável ;  2 687 ; Estável ;
CV - Proxy da subutilização da força de trabalho (%);Grande Região;Norte;-;-;-;-;2,2;2,1;-;2,0;-;2,0;-;2,0;-;2,2;-;2,3;-;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Total;-;-;  6 678 ;  6 580 ; Estável ;  6 693 ; Aumento ;  6 536 ; Queda ;  6 406 ; Queda ;  6 356 ; Estável ;  6 308 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Devido à pandemia (isolamento, quarentena ou distanciamento social);-;-;  2 486 ;  2 200 ; Queda ;  2 135 ; Estável ;  1 857 ; Queda ;  1 591 ; Queda ;  1 385 ; Queda ;  1 261 ; Queda ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Por problemas de saúde ou gravidez;-;-;   424 ;   455 ; Aumento ;   490 ; Aumento ;   492 ; Estável ;   481 ; Estável ;   471 ; Estável ;   496 ; Aumento ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Estava estudando;-;-;  1 025 ;  1 099 ; Aumento ;  1 143 ; Estável ;  1 179 ; Estável ;  1 232 ; Aumento ;  1 271 ; Estável ;  1 286 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Não quer trabalhar ou é aposentado;-;-;  1 292 ;  1 276 ; Estável ;  1 301 ; Estável ;  1 282 ; Estável ;  1 289 ; Estável ;  1 315 ; Estável ;  1 316 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Não tinha experiência profissional ou qualificação;-;-;   57 ;   50 ; Estável ;   50 ; Estável ;   53 ; Estável ;   67 ; Estável ;   55 ; Estável ;   60 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Acha que não vai encontrar trabalho por ser muito jovem ou idoso;-;-;   147 ;   135 ; Estável ;   138 ; Estável ;   133 ; Estável ;   136 ; Estável ;   134 ; Estável ;   141 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Não havia trabalho na localidade;-;-;   269 ;   299 ; Estável ;   357 ; Aumento ;   424 ; Aumento ;   462 ; Aumento ;   538 ; Aumento ;   559 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Tinha que cuidar dos afazeres domésticos e/ou de parentes;-;-;   823 ;   897 ; Aumento ;   950 ; Aumento ;   975 ; Estável ;  1 021 ; Aumento ;  1 063 ; Aumento ;  1 059 ; Estável ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Estava aguardando resposta de medida tomada para conseguir trabalho;-;-;   36 ;   51 ; Estável ;   52 ; Estável ;   48 ; Estável ;   50 ; Estável ;   48 ; Estável ;   61 ; Aumento ;
Pessoas que não procuraram trabalho na semana passada (mil pessoas);Grande Região;Norte;Motivo de não procura;Outro motivo;-;-;   119 ;   118 ; Estável ;   78 ; Queda ;   92 ; Estável ;   78 ; Estável ;   75 ; Estável ;   70 ; Estável ;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Total;-;-;1,0;1,0;-;0,9;-;0,9;-;0,9;-;0,9;-;0,9;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Devido à pandemia (isolamento, quarentena ou distanciamento social);-;-;2,7;2,8;-;2,8;-;2,9;-;2,9;-;3,2;-;3,2;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Por problemas de saúde ou gravidez;-;-;4,5;4,0;-;3,9;-;4,2;-;4,1;-;3,9;-;3,8;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava estudando;-;-;2,9;2,8;-;2,8;-;2,7;-;2,6;-;2,7;-;2,6;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não quer trabalhar ou é aposentado;-;-;2,2;1,8;-;1,8;-;1,7;-;1,7;-;2,0;-;1,7;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não tinha experiência profissional ou qualificação;-;-;20,1;22,1;-;22,4;-;19,5;-;18,3;-;14,3;-;13,8;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Acha que não vai encontrar trabalho por ser muito jovem ou idoso;-;-;8,3;8,1;-;8,7;-;8,0;-;7,8;-;8,1;-;8,5;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não havia trabalho na localidade;-;-;11,8;9,7;-;10,6;-;9,3;-;8,1;-;8,3;-;8,4;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Tinha que cuidar dos afazeres domésticos e/ou de parentes;-;-;3,5;3,1;-;2,9;-;2,9;-;2,9;-;3,0;-;2,9;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava aguardando resposta de medida tomada para conseguir trabalho;-;-;16,4;32,4;-;32,6;-;14,4;-;12,0;-;11,7;-;12,1;-;
CV - Pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Outro motivo;-;-;12,7;12,1;-;11,1;-;10,4;-;9,9;-;10,3;-;11,8;-;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Devido à pandemia (isolamento, quarentena ou distanciamento social);-;-;37,2;33,4;Queda;31,9;Queda;28,4;Queda;24,8;Queda;21,8;Queda;20,0;Queda;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Por problemas de saúde ou gravidez;-;-;6,4;6,9;Aumento;7,3;Aumento;7,5;Estável;7,5;Estável;7,4;Estável;7,9;Aumento;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava estudando;-;-;15,4;16,7;Aumento;17,1;Estável;18,0;Aumento;19,2;Aumento;20,0;Aumento;20,4;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não quer trabalhar ou é aposentado;-;-;19,3;19,4;Estável;19,4;Estável;19,6;Estável;20,1;Aumento;20,7;Aumento;20,9;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não tinha experiência profissional ou qualificação;-;-;0,9;0,8;Estável;0,7;Estável;0,8;Estável;1,0;Estável;0,9;Estável;0,9;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Acha que não vai encontrar trabalho por ser muito jovem ou idoso;-;-;2,2;2,0;Estável;2,1;Estável;2,0;Estável;2,1;Estável;2,1;Estável;2,2;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não havia trabalho na localidade;-;-;4,0;4,5;Aumento;5,3;Aumento;6,5;Aumento;7,2;Aumento;8,5;Aumento;8,9;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Tinha que cuidar dos afazeres domésticos e/ou de parentes;-;-;12,3;13,6;Aumento;14,2;Estável;14,9;Aumento;15,9;Aumento;16,7;Aumento;16,8;Estável;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava aguardando resposta de medida tomada para conseguir trabalho;-;-;0,5;0,8;Estável;0,8;Estável;0,7;Estável;0,8;Estável;0,8;Estável;1,0;Aumento;
Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Outro motivo;-;-;1,8;1,8;Estável;1,2;Queda;1,4;Aumento;1,2;Estável;1,2;Estável;1,1;Estável;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Devido à pandemia (isolamento, quarentena ou distanciamento social);-;-;2,2;2,3;-;2,3;-;2,6;-;2,6;-;2,9;-;3,1;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Por problemas de saúde ou gravidez;-;-;4,4;3,9;-;3,9;-;4,2;-;4,0;-;3,8;-;3,7;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava estudando;-;-;2,9;2,9;-;2,9;-;2,7;-;2,5;-;2,8;-;2,7;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não quer trabalhar ou é aposentado;-;-;2,2;2,0;-;1,9;-;1,9;-;1,8;-;2,0;-;1,8;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não tinha experiência profissional ou qualificação;-;-;19,9;22,0;-;22,2;-;19,4;-;18,2;-;14,3;-;13,7;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Acha que não vai encontrar trabalho por ser muito jovem ou idoso;-;-;8,3;7,9;-;8,6;-;7,9;-;7,8;-;8,1;-;8,5;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Não havia trabalho na localidade;-;-;11,6;9,5;-;10,4;-;9,1;-;7,8;-;8,0;-;8,0;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Tinha que cuidar dos afazeres domésticos e/ou de parentes;-;-;3,5;3,1;-;3,0;-;2,9;-;2,9;-;2,9;-;2,8;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Estava aguardando resposta de medida tomada para conseguir trabalho;-;-;16,5;32,4;-;32,6;-;14,5;-;12,1;-;11,6;-;12,1;-;
CV - Distribuição das pessoas que não procuraram trabalho na semana passada (%);Grande Região;Norte;Motivo de não procura;Outro motivo;-;-;12,8;12,1;-;11,1;-;10,4;-;9,9;-;10,2;-;11,7;-;
População Residente (mil pessoas);Grande Região;Nordeste;Sexo;Total;-;-;  57 190 ;  57 215 ; - ;  57 239 ; - ;  57 264 ; - ;  57 288 ; - ;  57 313 ; - ;  57 337 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Sexo;Homem;-;-;  27 723 ;  27 733 ; - ;  27 743 ; - ;  27 754 ; - ;  27 764 ; - ;  27 774 ; - ;  27 785 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Sexo;Mulher;-;-;  29 468 ;  29 482 ; - ;  29 496 ; - ;  29 510 ; - ;  29 524 ; - ;  29 538 ; - ;  29 553 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Cor ou raça;Total1;-;-;  57 190 ;  57 215 ; - ;  57 239 ; - ;  57 264 ; - ;  57 288 ; - ;  57 313 ; - ;  57 337 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Cor ou raça;Branca;-;-;  14 445 ;  14 507 ; - ;  14 478 ; - ;  14 574 ; - ;  14 556 ; - ;  14 531 ; - ;  14 635 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Cor ou raça;Preta ou parda;-;-;  42 145 ;  42 184 ; - ;  42 221 ; - ;  42 177 ; - ;  42 243 ; - ;  42 294 ; - ;  42 214 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;Total;-;-;  57 190 ;  57 215 ; - ;  57 239 ; - ;  57 264 ; - ;  57 288 ; - ;  57 313 ; - ;  57 337 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;0 a 13 anos ;-;-;  11 777 ;  11 752 ; - ;  11 811 ; - ;  11 805 ; - ;  11 761 ; - ;  11 789 ; - ;  11 772 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;14 a 29 anos ;-;-;  15 451 ;  15 455 ; - ;  15 375 ; - ;  15 360 ; - ;  15 383 ; - ;  15 335 ; - ;  15 330 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;30 a 49 anos ;-;-;  16 860 ;  16 877 ; - ;  16 893 ; - ;  16 908 ; - ;  16 924 ; - ;  16 939 ; - ;  16 955 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;50 a 59 anos ;-;-;  5 898 ;  5 910 ; - ;  5 920 ; - ;  5 931 ; - ;  5 941 ; - ;  5 951 ; - ;  5 961 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Grupos de idade população;60 anos ou mais ;-;-;  7 204 ;  7 222 ; - ;  7 240 ; - ;  7 260 ; - ;  7 280 ; - ;  7 299 ; - ;  7 318 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Nível de instrução;Total;-;-;  57 190 ;  57 215 ; - ;  57 239 ; - ;  57 264 ; - ;  57 288 ; - ;  57 313 ; - ;  57 337 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;  27 359 ;  27 619 ; - ;  27 749 ; - ;  27 745 ; - ;  27 782 ; - ;  27 806 ; - ;  27 771 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Nível de instrução;Fundamental completo ao médio incompleto;-;-;  8 787 ;  8 697 ; - ;  8 638 ; - ;  8 662 ; - ;  8 646 ; - ;  8 681 ; - ;  8 716 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Nível de instrução;Médio completo ao superior incompleto;-;-;  15 875 ;  15 726 ; - ;  15 631 ; - ;  15 635 ; - ;  15 663 ; - ;  15 626 ; - ;  15 624 ; - ;
População Residente (mil pessoas);Grande Região;Nordeste;Nível de instrução;Superior completo ou pós-graduação;-;-;  5 169 ;  5 173 ; - ;  5 221 ; - ;  5 222 ; - ;  5 198 ; - ;  5 201 ; - ;  5 226 ; - ;
CV - População Residente (%);Grande Região;Nordeste;Sexo;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - População Residente (%);Grande Região;Nordeste;Sexo;Homem;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - População Residente (%);Grande Região;Nordeste;Sexo;Mulher;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - População Residente (%);Grande Região;Nordeste;Cor ou raça;Total1;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
